customer_id,segment,home_store_id,signup_date,loyalty_join_date
186,occasional,3,2025-08-21,
187,occasional,1,2025-06-02,
188,commuter,1,2025-12-17,
189,occasional,1,2025-03-23,
190,student,2,2025-07-24,2025-12-28
191,commuter,1,2025-10-01,
192,weekender,1,2025-02-15,2025-12-23
193,weekender,2,2026-02-18,2026-02-18
194,weekender,3,2025-12-22,
195,occasional,2,2026-01-30,
196,weekender,3,2025-08-08,
197,occasional,3,2025-03-23,
198,commuter,1,2025-09-16,2025-09-16
199,student,2,2025-01-16,2025-10-27
200,student,2,2025-11-25,2025-11-25
201,occasional,1,2025-03-22,
202,occasional,2,2026-03-13,
203,student,2,2025-11-08,2025-11-08
204,occasional,3,2025-01-01,
205,occasional,2,2025-10-03,2026-01-16
206,occasional,2,2025-04-09,2025-12-11
207,commuter,1,2026-05-18,2026-05-18
208,student,2,2025-04-17,2025-11-27
209,occasional,2,2025-12-14,
210,occasional,3,2025-07-21,
211,student,2,2025-02-02,2025-11-23
212,weekender,3,2026-05-09,
213,student,2,2025-08-01,
214,weekender,2,2025-12-24,
215,commuter,1,2025-07-10,
216,student,2,2025-08-19,
217,student,2,2026-03-14,2026-03-14
218,occasional,1,2026-05-10,
219,weekender,3,2025-09-13,
220,commuter,1,2025-12-08,2026-01-08
221,weekender,3,2025-02-11,
222,weekender,3,2025-04-29,
223,occasional,2,2025-04-17,
224,weekender,3,2025-05-25,2025-12-17
225,weekender,1,2025-06-18,2025-09-19
226,student,2,2025-02-09,2026-02-09
227,weekender,2,2025-05-19,2025-10-16
228,occasional,3,2025-12-18,2025-12-18
229,weekender,3,2025-11-14,
230,occasional,3,2026-03-17,
231,commuter,1,2025-08-05,2026-01-05
232,student,2,2025-10-20,2025-10-20
233,occasional,3,2026-01-31,
234,weekender,2,2025-07-22,
235,weekender,3,2025-05-31,2025-08-28
236,student,2,2025-03-02,2025-09-22
237,student,2,2025-07-13,2026-01-25
238,occasional,2,2025-06-26,
239,student,2,2025-08-17,
240,weekender,2,2026-04-06,2026-04-06
241,occasional,2,2025-02-22,
242,occasional,3,2026-04-05,2026-04-05
243,occasional,3,2026-05-24,2026-05-24
244,weekender,3,2025-11-15,
245,commuter,1,2025-03-05,2025-10-06
246,commuter,1,2025-09-19,2025-10-20
247,weekender,2,2026-02-10,
248,commuter,1,2025-12-30,2026-02-12
249,commuter,1,2025-10-16,
250,student,2,2025-11-20,
251,occasional,3,2025-04-05,
252,commuter,1,2025-08-27,
253,commuter,1,2025-01-27,
254,occasional,1,2025-05-15,
255,occasional,3,2026-02-14,
256,occasional,2,2025-03-08,
257,student,2,2025-05-29,2026-01-01
258,occasional,3,2025-01-06,
259,occasional,3,2025-05-17,
260,weekender,3,2025-06-28,
261,occasional,2,2025-06-15,
262,weekender,3,2025-10-16,
263,weekender,2,2026-05-17,
264,occasional,3,2025-08-25,2026-01-28
265,occasional,3,2026-03-04,
266,student,2,2025-02-16,2026-01-30
267,weekender,3,2026-02-28,
268,commuter,1,2025-10-05,2025-12-16
269,occasional,3,2025-10-12,
270,weekender,3,2025-01-28,2025-10-03
271,commuter,1,2025-12-19,
272,occasional,3,2025-05-06,
273,occasional,3,2026-03-08,
274,occasional,3,2025-05-19,
275,weekender,3,2025-07-19,
276,weekender,1,2025-02-25,2025-10-16
277,commuter,1,2026-03-14,2026-03-14
278,commuter,1,2025-09-10,2025-11-01
279,student,2,2026-01-02,2026-01-02
280,weekender,1,2026-03-25,2026-03-25
281,occasional,1,2025-12-29,
282,commuter,1,2025-12-27,2025-12-27
283,commuter,1,2026-05-21,2026-05-21
284,occasional,1,2026-03-09,
285,occasional,2,2025-06-16,
286,occasional,3,2026-01-06,
287,occasional,1,2025-04-26,2025-10-02
288,occasional,3,2025-05-19,
289,weekender,1,2025-05-02,
290,occasional,3,2025-02-15,2025-11-14
291,weekender,2,2026-02-01,
292,student,2,2025-10-25,
293,occasional,2,2025-02-27,
294,weekender,3,2026-04-06,
295,occasional,3,2025-03-12,
296,weekender,2,2026-03-30,
297,commuter,1,2025-04-17,2026-01-06
298,commuter,1,2026-05-09,2026-05-09
299,weekender,1,2026-04-23,
300,occasional,2,2025-12-25,
301,occasional,2,2025-05-23,
302,student,2,2026-04-25,
303,commuter,1,2026-02-15,
304,weekender,1,2025-11-10,2025-11-10
305,student,2,2025-06-22,2025-10-29
306,student,2,2025-01-06,2025-08-16
307,weekender,3,2025-01-10,2025-08-06
308,student,2,2025-12-27,2025-12-27
309,weekender,3,2025-10-13,
310,commuter,1,2025-01-07,2026-01-03
311,student,2,2025-02-17,
312,occasional,2,2025-03-26,
313,weekender,3,2026-02-23,
314,occasional,3,2026-03-13,
315,occasional,2,2026-04-03,
316,student,2,2026-05-16,2026-05-16
317,student,2,2025-12-02,
318,weekender,1,2025-06-10,
319,commuter,1,2026-02-11,2026-02-11
320,commuter,1,2025-09-17,
321,occasional,2,2025-05-24,
322,occasional,2,2026-01-02,2026-01-02
323,student,2,2025-10-16,2025-10-16
324,occasional,3,2026-02-15,
325,weekender,2,2025-10-07,2026-02-08
326,occasional,3,2026-01-19,
327,student,2,2026-03-25,2026-03-25
328,weekender,2,2025-11-26,2025-12-01
329,occasional,1,2025-12-06,
330,occasional,1,2025-08-09,
331,student,2,2025-03-29,
332,occasional,3,2025-10-12,
333,student,2,2026-02-01,2026-02-01
334,occasional,3,2025-04-23,
335,occasional,3,2025-11-27,
336,weekender,2,2026-03-08,
337,occasional,3,2025-02-18,
338,weekender,3,2026-01-28,2026-02-11
339,occasional,3,2025-09-10,2025-12-30
340,occasional,3,2025-12-11,
341,occasional,3,2026-04-29,
342,occasional,3,2025-10-23,
343,commuter,1,2026-03-01,2026-03-01
344,occasional,1,2025-01-27,
345,occasional,2,2025-06-12,
346,weekender,3,2025-02-01,2025-12-08
347,weekender,3,2025-05-17,
348,student,2,2026-02-25,2026-02-25
349,commuter,1,2025-09-03,
350,occasional,2,2026-04-23,2026-04-23
351,commuter,1,2025-10-25,
352,occasional,2,2025-03-01,
353,commuter,1,2026-03-01,2026-03-01
354,weekender,3,2025-02-15,
355,commuter,1,2026-04-16,2026-04-16
356,occasional,3,2026-03-28,
357,student,2,2025-12-28,
358,weekender,1,2026-05-10,
359,student,2,2025-10-11,2025-11-21
360,weekender,2,2025-04-14,
361,occasional,3,2025-10-08,
362,commuter,1,2026-02-07,2026-02-07
363,occasional,2,2026-03-04,
364,occasional,3,2026-05-19,
365,occasional,1,2025-11-24,
366,student,2,2025-10-25,2025-10-25
367,occasional,3,2025-04-21,
368,commuter,1,2025-12-05,
369,occasional,3,2025-09-09,
370,student,2,2025-06-10,2025-11-11
371,student,2,2026-05-05,
372,commuter,1,2025-09-22,2025-09-22
373,occasional,3,2026-03-12,
374,weekender,3,2026-03-04,
375,occasional,3,2025-02-27,
376,commuter,1,2025-08-21,2025-09-25
377,occasional,3,2026-02-06,2026-02-06
378,student,2,2025-12-17,
379,student,2,2025-06-30,
380,occasional,1,2026-03-16,
381,commuter,1,2025-12-01,2025-12-01
382,weekender,3,2025-01-10,
383,weekender,3,2026-02-09,2026-02-09
384,commuter,1,2025-04-06,2026-01-03
385,weekender,3,2025-03-28,
386,student,2,2025-01-05,2025-09-04
387,student,2,2026-04-29,2026-04-29
388,occasional,2,2025-03-16,
389,weekender,1,2025-04-17,2025-11-06
390,commuter,1,2025-11-01,
391,occasional,2,2026-05-04,
392,student,2,2025-05-20,2025-12-01
393,weekender,3,2025-04-29,2025-08-20
394,student,2,2025-01-03,
395,occasional,3,2025-07-16,
396,occasional,1,2025-06-22,
397,student,2,2025-06-14,2025-12-14
398,occasional,1,2025-12-01,
399,occasional,3,2026-03-02,
400,occasional,3,2026-03-25,
401,student,2,2026-05-27,2026-05-27
402,student,2,2025-03-22,2026-01-19
403,student,2,2025-12-12,2025-12-12
404,commuter,1,2025-10-13,2025-12-30
405,commuter,1,2026-01-12,
406,occasional,1,2025-11-04,
407,student,2,2025-02-18,
408,occasional,3,2025-08-19,
409,commuter,1,2025-12-31,2025-12-31
410,occasional,3,2026-02-10,
411,student,2,2026-05-25,
412,occasional,3,2025-02-12,
413,occasional,1,2026-05-11,2026-05-11
414,occasional,2,2025-01-15,
415,student,2,2025-04-06,2026-01-30
416,commuter,1,2025-09-03,2025-11-01
417,occasional,3,2025-04-07,
418,weekender,1,2025-04-30,2026-02-14
419,commuter,1,2026-02-24,2026-02-24
420,weekender,3,2026-02-11,2026-02-11
421,commuter,1,2025-03-30,2025-10-21
422,weekender,2,2025-10-28,
423,occasional,1,2025-05-29,
424,occasional,3,2025-11-03,
425,student,2,2025-11-01,2025-11-01
426,student,2,2026-05-15,
427,student,2,2026-04-30,2026-04-30
428,commuter,1,2025-05-17,2026-02-14
429,occasional,1,2025-03-14,
430,occasional,2,2025-03-01,
431,occasional,3,2026-02-26,
432,commuter,1,2026-04-12,2026-04-12
433,commuter,1,2026-04-05,
434,occasional,3,2025-11-04,
435,commuter,1,2025-12-17,2025-12-17
436,commuter,1,2025-02-21,2025-09-12
437,occasional,2,2025-08-16,
438,student,2,2026-01-22,
439,weekender,3,2025-12-18,
440,weekender,1,2026-02-11,
441,occasional,1,2026-04-07,
442,weekender,2,2026-04-07,2026-04-07
443,occasional,2,2025-04-14,
444,weekender,3,2026-03-07,
445,student,2,2025-12-12,
446,student,2,2026-03-15,
447,occasional,3,2026-05-06,
448,student,2,2025-12-12,2026-02-01
449,occasional,3,2025-11-07,2026-01-09
450,occasional,3,2025-05-10,
451,occasional,1,2025-09-28,
452,commuter,1,2025-04-01,
453,student,2,2026-03-12,2026-03-12
454,occasional,3,2026-03-20,2026-03-20
455,student,2,2025-07-11,2025-09-18
456,commuter,1,2025-08-17,
457,occasional,3,2025-07-10,
458,occasional,3,2025-10-22,
459,student,2,2025-11-13,
460,commuter,1,2026-01-31,2026-01-31
461,occasional,3,2025-07-30,
462,weekender,3,2025-03-06,2025-09-15
463,occasional,2,2025-12-29,2025-12-31
464,weekender,3,2026-04-16,
465,student,2,2025-03-11,
466,commuter,1,2026-02-23,2026-02-23
467,weekender,3,2026-02-09,2026-02-09
468,occasional,2,2026-02-18,
469,commuter,1,2026-01-05,
470,student,2,2025-07-09,2025-09-07
471,weekender,3,2025-03-26,
472,occasional,3,2025-06-08,
473,student,2,2026-01-30,2026-01-30
474,occasional,3,2025-07-21,
475,student,2,2025-05-18,
476,occasional,3,2025-07-02,
477,occasional,1,2025-04-17,
478,occasional,3,2025-08-04,
479,student,2,2025-06-07,2025-08-23
480,occasional,2,2025-07-19,
481,student,2,2025-01-11,2026-02-13
482,student,2,2026-02-18,2026-02-18
483,commuter,1,2025-08-18,2025-08-24
484,weekender,3,2025-01-01,
485,commuter,1,2026-01-09,2026-02-14
486,occasional,3,2026-01-12,
487,commuter,1,2026-03-21,
488,weekender,3,2025-06-25,2025-10-16
489,occasional,3,2025-12-23,
490,commuter,1,2026-05-29,2026-05-29
491,weekender,1,2025-04-19,
492,weekender,1,2026-01-14,
493,occasional,3,2025-07-24,
494,occasional,2,2025-05-27,
495,occasional,3,2025-03-24,
496,occasional,3,2026-02-13,
497,weekender,1,2026-05-09,
498,student,2,2025-07-16,2026-01-01
499,commuter,1,2025-05-21,
500,commuter,1,2025-01-19,2025-08-22
501,occasional,3,2025-04-21,2025-08-31
502,student,2,2025-07-10,2025-09-23
503,occasional,3,2026-03-06,
504,student,2,2025-05-14,
505,commuter,1,2025-06-22,
506,student,2,2025-09-24,
507,student,2,2025-05-28,
508,commuter,1,2025-07-04,
509,weekender,3,2026-03-28,
510,occasional,2,2026-03-27,
511,weekender,3,2025-10-01,2026-01-29
512,weekender,2,2025-09-06,
513,occasional,3,2026-04-25,
514,student,2,2025-07-11,
515,weekender,2,2025-04-27,2025-12-22
516,occasional,3,2026-02-13,2026-02-13
517,weekender,2,2026-03-30,2026-03-30
518,weekender,3,2025-12-23,
519,weekender,3,2025-06-06,
520,commuter,1,2025-06-14,
521,occasional,3,2025-03-24,2025-10-30
522,occasional,1,2025-05-31,
523,occasional,3,2025-08-08,
524,weekender,3,2026-01-27,
525,student,2,2026-05-15,
526,occasional,3,2025-11-29,
527,occasional,3,2026-03-18,
528,occasional,2,2026-05-23,2026-05-23
529,student,2,2025-03-28,2025-09-03
530,occasional,2,2025-06-19,
531,occasional,3,2026-03-12,
532,occasional,3,2025-10-23,2026-02-02
533,commuter,1,2025-10-23,2026-01-13
534,occasional,3,2025-01-30,
535,occasional,1,2026-05-25,
536,commuter,1,2025-08-08,2025-08-19
537,weekender,3,2026-02-01,2026-02-01
538,commuter,1,2026-03-10,2026-03-10
539,occasional,3,2025-01-13,
540,weekender,3,2025-12-19,
541,weekender,3,2025-03-10,2025-10-30
542,occasional,3,2025-07-30,
543,occasional,3,2025-08-08,
544,commuter,1,2025-10-21,
545,occasional,3,2025-07-02,
546,weekender,3,2025-12-05,
547,student,2,2025-08-25,
548,student,2,2025-12-11,2025-12-11
549,weekender,3,2026-05-24,
550,occasional,1,2025-05-21,
551,occasional,1,2025-03-19,2025-11-04
552,commuter,1,2025-03-21,
553,weekender,1,2025-01-12,2026-01-09
554,occasional,3,2025-01-20,
555,occasional,1,2025-11-21,
556,occasional,2,2025-05-12,
557,weekender,3,2026-01-10,
558,student,2,2025-06-28,2026-01-29
559,weekender,2,2025-05-02,2025-11-16
560,weekender,3,2025-08-11,
561,occasional,3,2025-04-16,
562,student,2,2025-03-25,
563,student,2,2026-03-01,
564,occasional,2,2026-05-06,
565,weekender,2,2025-11-08,
566,weekender,3,2025-12-19,2025-12-19
567,occasional,1,2026-03-24,
568,occasional,2,2025-08-21,
569,occasional,3,2025-12-27,
570,occasional,2,2025-05-28,
571,occasional,2,2026-02-12,2026-02-12
572,occasional,2,2026-01-22,
573,occasional,1,2025-05-04,
574,weekender,1,2025-09-24,
575,student,2,2025-11-19,2026-01-07
576,student,2,2025-07-24,2025-08-19
577,weekender,1,2026-01-19,
578,commuter,1,2026-03-20,2026-03-20
579,commuter,1,2025-03-29,
580,occasional,2,2025-02-18,
581,occasional,1,2025-04-09,2025-09-25
582,commuter,1,2025-08-22,2025-08-22
583,commuter,1,2025-09-18,2025-10-23
584,occasional,3,2025-05-06,
585,weekender,2,2026-01-16,2026-01-16
586,weekender,3,2025-07-02,2025-12-22
587,commuter,1,2025-02-22,
588,occasional,3,2026-04-11,
589,student,2,2025-05-29,2025-11-21
590,student,2,2025-03-27,2025-12-17
591,weekender,3,2026-05-30,
592,weekender,3,2025-10-03,2025-10-21
593,occasional,1,2025-09-13,
594,student,2,2025-10-13,
595,commuter,1,2025-03-20,2025-12-12
596,commuter,1,2025-04-25,
597,occasional,1,2025-08-27,
598,student,2,2025-03-12,2025-08-05
599,occasional,3,2025-04-09,2025-09-25
600,commuter,1,2025-03-29,
601,weekender,3,2026-01-20,2026-01-20
602,occasional,3,2025-06-26,
603,weekender,1,2025-05-12,
604,weekender,1,2025-02-24,
605,occasional,2,2025-07-21,
606,weekender,3,2026-03-20,2026-03-20
607,occasional,1,2025-03-05,
608,student,2,2025-06-30,
609,weekender,3,2025-09-08,
610,occasional,1,2026-05-13,
611,occasional,2,2025-11-21,
612,commuter,1,2026-05-26,2026-05-26
613,occasional,3,2026-02-28,
614,occasional,1,2026-02-01,
615,occasional,3,2025-11-07,
616,occasional,2,2025-01-06,
617,weekender,3,2025-05-28,2025-08-25
618,occasional,3,2025-02-24,
619,student,2,2026-05-04,
620,commuter,1,2025-09-04,
621,occasional,3,2026-05-12,
622,occasional,1,2025-04-29,
623,occasional,3,2025-12-25,
624,weekender,1,2025-10-25,
625,occasional,3,2025-03-12,2025-08-30
626,occasional,3,2025-05-14,
627,student,2,2025-04-30,
628,occasional,1,2025-10-18,2025-10-18
629,occasional,3,2025-01-18,
630,student,2,2025-03-22,
631,student,2,2025-12-12,
632,weekender,2,2026-05-02,
633,occasional,1,2025-05-24,
634,occasional,3,2025-12-08,
635,occasional,3,2025-03-07,
636,occasional,3,2025-09-12,
637,occasional,2,2025-01-12,
638,occasional,3,2025-10-07,
639,commuter,1,2026-04-17,
640,student,2,2026-05-24,2026-05-24
641,occasional,3,2025-07-30,
642,weekender,2,2026-03-01,2026-03-01
643,student,2,2025-02-27,2026-01-10
644,commuter,1,2025-04-25,2025-12-21
645,student,2,2025-02-05,
646,weekender,1,2026-01-19,2026-01-19
647,occasional,3,2025-02-01,
648,student,2,2025-12-30,2025-12-30
649,occasional,1,2025-06-21,
650,commuter,1,2026-03-22,2026-03-22
651,occasional,1,2025-02-24,
652,occasional,3,2025-09-05,
653,weekender,3,2026-03-03,
654,weekender,1,2025-01-08,
655,occasional,2,2025-12-27,
656,student,2,2025-06-24,2026-02-05
657,occasional,3,2026-04-01,
658,occasional,1,2025-06-03,
659,occasional,3,2025-07-03,
660,occasional,3,2025-04-10,
661,weekender,3,2025-04-03,2025-08-27
662,occasional,3,2026-02-14,
663,weekender,3,2025-01-21,
664,student,2,2025-01-20,2025-11-07
665,occasional,3,2025-02-27,
666,commuter,1,2025-12-29,2025-12-29
667,student,2,2025-02-09,2025-11-09
668,occasional,1,2025-05-14,2025-12-18
669,occasional,3,2026-03-04,2026-03-04
670,student,2,2025-12-04,
671,occasional,1,2026-03-16,
672,occasional,3,2025-01-10,
673,occasional,3,2026-02-13,
674,weekender,2,2025-08-27,
675,student,2,2025-03-04,
676,commuter,1,2025-11-22,2025-11-22
677,student,2,2025-08-05,
678,student,2,2025-06-06,2025-08-18
679,commuter,1,2026-05-16,2026-05-16
680,commuter,1,2026-04-20,2026-04-20
681,student,2,2025-05-30,
682,weekender,2,2025-12-28,
683,occasional,3,2025-05-19,
684,weekender,2,2025-09-27,
685,weekender,3,2025-11-24,
686,occasional,3,2025-02-21,
687,occasional,3,2026-01-04,2026-01-04
688,weekender,1,2025-05-03,2025-09-30
689,occasional,1,2026-01-02,
690,occasional,1,2026-05-24,
691,commuter,1,2026-05-22,2026-05-22
692,occasional,3,2025-12-28,
693,occasional,3,2026-05-30,2026-05-30
694,weekender,3,2026-05-12,
695,occasional,1,2026-03-29,
696,occasional,1,2026-01-16,
697,occasional,2,2025-05-01,
698,weekender,3,2025-04-25,2026-01-04
699,occasional,1,2026-02-26,
700,occasional,2,2025-02-11,
701,student,2,2025-01-22,
702,commuter,1,2025-10-03,2025-10-03
703,occasional,3,2026-01-22,
704,weekender,2,2026-01-27,2026-01-27
705,student,2,2025-06-03,
706,student,2,2025-07-26,2026-01-31
707,student,2,2025-11-27,
708,weekender,2,2026-04-10,
709,weekender,3,2025-10-25,
710,student,2,2026-03-27,
711,commuter,1,2025-04-14,
712,occasional,3,2025-11-06,
713,commuter,1,2025-10-24,
714,occasional,3,2025-10-25,
715,commuter,1,2025-09-22,
716,weekender,1,2026-05-28,2026-05-28
717,occasional,3,2025-11-10,2025-11-10
718,occasional,2,2025-08-30,
719,occasional,2,2025-09-09,
720,commuter,1,2025-04-21,
721,occasional,1,2026-05-21,
722,occasional,2,2025-12-01,
723,occasional,2,2025-09-09,2026-02-14
724,occasional,3,2025-12-20,2025-12-25
725,occasional,3,2026-04-16,2026-04-16
726,occasional,1,2025-09-01,
727,occasional,2,2026-01-29,
728,occasional,1,2025-02-12,
729,occasional,2,2025-08-19,
730,weekender,3,2025-12-15,2026-01-29
731,weekender,1,2025-02-18,
732,occasional,3,2026-04-04,
733,occasional,3,2025-10-02,
734,commuter,1,2026-05-15,
735,commuter,1,2026-04-01,2026-04-01
736,weekender,1,2025-10-10,2025-10-10
737,student,2,2025-03-10,
738,occasional,2,2025-01-10,
739,occasional,3,2025-09-04,
740,student,2,2025-09-09,2026-01-02
741,occasional,2,2025-06-16,
742,student,2,2026-01-23,
743,occasional,1,2025-02-03,
744,commuter,1,2026-03-10,2026-03-10
745,occasional,2,2026-01-09,
746,weekender,3,2025-10-18,
747,occasional,3,2025-08-28,
748,commuter,1,2026-03-19,
749,weekender,3,2026-03-26,2026-03-26
750,occasional,1,2026-04-28,
751,occasional,1,2025-09-22,
752,commuter,1,2026-03-28,
753,occasional,1,2025-10-23,
754,student,2,2025-08-19,2025-08-25
755,commuter,1,2026-02-27,2026-02-27
756,commuter,1,2026-04-03,2026-04-03
757,occasional,3,2025-10-23,2025-10-23
758,occasional,1,2026-05-20,2026-05-20
759,occasional,3,2025-10-21,
760,occasional,3,2025-03-23,2025-08-03
761,occasional,3,2025-08-14,
762,occasional,2,2025-05-21,
763,weekender,2,2025-05-12,2026-02-07
764,occasional,3,2026-03-01,
765,occasional,3,2025-03-18,
766,weekender,2,2026-02-07,2026-02-07
767,student,2,2025-06-19,2025-11-01
768,occasional,2,2025-11-11,
769,commuter,1,2025-02-21,
770,weekender,3,2025-06-13,
771,occasional,3,2026-02-12,
772,occasional,2,2025-12-08,
773,occasional,3,2026-04-12,
774,weekender,1,2025-05-28,2026-01-06
775,student,2,2025-06-17,2026-01-06
776,weekender,3,2025-06-11,
777,occasional,1,2025-10-03,
778,weekender,3,2025-10-09,
779,occasional,1,2025-08-18,
780,occasional,2,2025-12-14,
781,occasional,1,2025-08-29,
782,occasional,1,2025-10-11,
783,occasional,2,2026-02-24,
784,weekender,1,2025-07-04,
785,student,2,2025-03-03,
786,occasional,3,2025-10-14,2025-12-31
787,occasional,1,2026-05-22,
