order_item_id,transaction_id,product_id,quantity,unit_price
136,102,2,1,3.75
137,103,8,1,2.95
138,103,22,1,2.95
139,104,12,1,5.75
140,105,1,1,3.25
141,106,18,1,3.95
142,106,5,2,5.25
143,107,3,1,5.25
144,108,4,1,5.0
145,109,4,1,5.0
146,110,1,1,3.25
147,110,20,1,3.75
148,111,22,1,2.95
149,111,2,1,3.75
150,112,4,1,5.0
151,113,7,1,5.95
152,114,1,1,3.25
153,115,11,2,5.5
154,116,6,1,5.75
155,117,21,1,3.95
156,117,17,1,4.5
157,118,1,1,3.25
158,119,5,1,5.25
159,120,8,1,2.95
160,121,4,1,5.0
161,122,15,1,3.25
162,123,22,1,2.95
163,123,1,1,3.25
164,124,6,1,5.75
165,125,7,1,5.95
166,126,20,1,3.75
167,126,6,1,5.75
168,127,3,1,5.25
169,128,4,1,5.0
170,129,6,1,5.75
171,129,23,1,6.5
172,130,22,1,2.95
173,130,5,1,5.25
174,131,10,1,4.95
175,132,12,1,5.75
176,133,2,1,3.75
177,133,20,1,3.75
178,134,7,1,5.95
179,135,11,1,5.5
180,135,22,1,2.95
181,136,5,1,5.25
182,136,18,1,3.95
183,137,1,2,3.25
184,138,16,1,3.25
185,139,21,1,3.95
186,139,3,1,5.25
187,140,4,1,5.0
188,141,4,1,5.0
189,142,8,1,2.95
190,142,27,1,16.95
191,143,9,1,4.5
192,144,12,1,5.75
193,145,5,1,5.25
194,146,12,1,5.75
195,147,6,1,5.75
196,148,2,1,3.75
197,149,3,2,5.25
198,150,1,2,3.25
199,151,2,1,3.75
200,151,25,1,7.95
201,152,22,1,2.95
202,152,3,1,5.25
203,153,16,1,3.25
204,154,18,1,3.95
205,154,3,1,5.25
206,155,8,1,2.95
207,156,2,1,3.75
208,157,4,1,5.0
209,158,1,1,3.25
210,159,3,1,5.25
211,160,7,1,5.95
212,160,18,1,3.95
213,161,20,1,3.75
214,161,2,1,3.75
215,162,4,1,5.0
216,162,20,1,3.75
217,163,20,1,3.75
218,163,8,1,2.95
219,164,1,2,3.25
220,165,9,1,4.5
221,166,1,1,3.25
222,167,13,2,5.95
223,168,18,1,3.95
224,168,5,1,5.25
225,169,4,1,5.0
226,170,3,1,5.25
227,171,6,1,5.75
228,171,23,1,6.5
229,172,13,1,5.95
230,173,1,1,3.25
231,174,1,1,3.25
232,175,2,1,3.75
233,176,23,1,6.5
234,176,15,2,3.25
235,177,5,1,5.25
236,178,14,1,4.95
237,179,1,2,3.25
238,180,3,1,5.25
239,181,18,1,3.95
240,181,3,1,5.25
241,182,1,1,3.25
242,183,7,1,5.95
243,183,18,1,3.95
244,184,22,1,2.95
245,184,9,1,4.5
246,185,18,1,3.95
247,185,5,1,5.25
248,186,5,1,5.25
249,187,1,1,3.25
250,188,15,1,3.25
251,189,1,1,3.25
252,189,18,1,3.95
253,190,18,1,3.95
254,190,2,1,3.75
255,191,2,1,3.75
256,191,28,1,14.95
257,191,24,1,8.95
258,192,2,1,3.75
259,193,3,1,5.25
260,194,15,1,3.25
261,194,20,1,3.75
262,195,16,1,3.25
263,196,13,1,5.95
264,196,23,1,6.5
265,197,15,1,3.25
266,198,25,1,7.95
267,198,8,1,2.95
268,199,4,1,5.0
269,199,19,1,4.75
270,200,1,1,3.25
271,201,20,1,3.75
272,201,2,1,3.75
273,202,10,2,4.95
274,202,23,1,6.5
275,203,9,1,4.5
276,204,14,1,4.95
277,205,22,1,2.95
278,205,7,1,5.95
279,206,10,1,4.95
280,207,2,1,3.75
281,208,9,1,4.5
282,209,3,1,5.25
283,210,6,1,5.75
284,211,5,1,5.25
285,212,6,1,5.75
286,213,3,1,5.25
287,213,25,1,7.95
288,214,9,1,4.5
289,215,19,1,4.75
290,215,3,1,5.25
291,216,18,1,3.95
292,216,3,1,5.25
293,217,5,1,5.25
294,217,21,1,3.95
295,218,17,1,4.5
296,219,2,1,3.75
297,220,8,2,2.95
298,221,16,1,3.25
299,222,3,1,5.25
300,223,18,1,3.95
301,223,3,1,5.25
302,224,1,1,3.25
303,225,2,1,3.75
304,226,1,1,3.25
305,227,14,1,4.95
306,228,3,1,5.25
307,229,2,1,3.75
308,230,4,1,5.0
309,231,3,1,5.25
310,232,25,1,7.95
311,232,3,1,5.25
312,233,22,1,2.95
313,233,1,1,3.25
314,234,16,1,3.25
315,235,18,1,3.95
316,235,5,1,5.25
317,236,3,1,5.25
318,236,25,1,7.95
319,237,16,1,3.25
320,237,26,1,7.5
321,238,1,1,3.25
322,239,6,1,5.75
323,240,6,1,5.75
324,241,5,1,5.25
325,242,22,1,2.95
326,242,12,1,5.75
327,243,5,1,5.25
328,244,1,1,3.25
329,245,5,2,5.25
330,245,19,1,4.75
331,246,6,1,5.75
332,247,6,2,5.75
333,247,25,1,7.95
334,248,1,1,3.25
335,249,6,1,5.75
336,250,6,1,5.75
337,251,10,2,4.95
338,252,4,1,5.0
339,253,5,1,5.25
340,254,7,1,5.95
341,255,18,1,3.95
342,255,5,2,5.25
343,256,7,1,5.95
344,257,2,1,3.75
345,258,11,1,5.5
346,259,9,1,4.5
347,260,11,1,5.5
348,260,28,1,14.95
349,261,23,1,6.5
350,261,6,1,5.75
351,262,13,1,5.95
352,263,3,1,5.25
353,263,18,1,3.95
354,264,20,1,3.75
355,264,3,1,5.25
356,265,24,1,8.95
357,265,7,1,5.95
358,266,10,1,4.95
359,267,12,1,5.75
360,267,22,1,2.95
361,268,13,1,5.95
362,269,7,1,5.95
363,270,24,1,8.95
364,270,17,1,4.5
365,271,4,1,5.0
366,271,25,1,7.95
367,272,11,1,5.5
368,272,22,1,2.95
369,273,5,1,5.25
370,274,4,1,5.0
371,275,1,1,3.25
372,276,7,1,5.95
373,277,12,1,5.75
374,278,17,2,4.5
375,279,15,1,3.25
376,280,1,1,3.25
377,281,12,1,5.75
378,282,7,1,5.95
379,283,13,1,5.95
380,284,12,1,5.75
381,284,21,1,3.95
382,285,2,1,3.75
383,286,23,1,6.5
384,286,16,1,3.25
385,287,5,1,5.25
386,287,19,1,4.75
387,288,26,1,7.5
388,288,1,1,3.25
389,289,5,1,5.25
390,290,6,1,5.75
391,290,26,1,7.5
392,291,3,1,5.25
393,291,20,1,3.75
394,292,4,1,5.0
395,293,23,1,6.5
396,293,13,1,5.95
397,294,3,1,5.25
398,295,8,1,2.95
399,296,2,1,3.75
400,296,27,1,16.95
401,297,1,1,3.25
402,298,8,1,2.95
403,299,1,1,3.25
404,300,1,1,3.25
405,301,17,1,4.5
406,302,9,1,4.5
407,302,18,1,3.95
408,303,11,1,5.5
409,304,8,1,2.95
410,305,2,1,3.75
411,306,13,1,5.95
412,307,3,1,5.25
413,308,9,1,4.5
414,309,7,1,5.95
415,309,18,1,3.95
416,310,20,1,3.75
417,310,7,2,5.95
418,311,25,1,7.95
419,311,6,1,5.75
420,312,8,1,2.95
421,313,20,1,3.75
422,313,1,1,3.25
423,314,11,1,5.5
424,315,6,1,5.75
425,316,2,1,3.75
426,317,5,2,5.25
427,318,4,1,5.0
428,319,20,1,3.75
429,319,9,1,4.5
430,320,4,1,5.0
431,320,24,1,8.95
432,321,4,2,5.0
433,321,18,1,3.95
434,322,12,1,5.75
435,323,5,1,5.25
436,324,20,1,3.75
437,324,6,1,5.75
438,325,22,1,2.95
439,325,8,1,2.95
440,326,21,1,3.95
441,326,10,1,4.95
442,327,18,1,3.95
443,327,3,1,5.25
444,328,3,1,5.25
445,329,1,1,3.25
446,330,3,1,5.25
447,330,21,1,3.95
448,331,18,1,3.95
449,331,3,1,5.25
450,332,8,1,2.95
451,333,8,1,2.95
452,334,7,1,5.95
453,334,18,1,3.95
454,335,20,1,3.75
455,335,14,1,4.95
456,336,7,1,5.95
457,337,3,1,5.25
458,338,16,1,3.25
459,339,6,1,5.75
460,340,13,1,5.95
461,340,22,1,2.95
462,341,13,1,5.95
463,342,11,1,5.5
464,343,27,1,16.95
465,343,4,1,5.0
466,344,8,1,2.95
467,345,7,1,5.95
468,345,18,1,3.95
469,346,4,1,5.0
470,347,18,1,3.95
471,347,5,1,5.25
472,348,15,1,3.25
473,349,1,1,3.25
474,349,20,1,3.75
475,350,19,1,4.75
476,350,5,1,5.25
477,351,14,1,4.95
478,352,1,1,3.25
479,353,13,1,5.95
480,354,16,1,3.25
481,354,22,1,2.95
482,355,3,1,5.25
483,356,27,1,16.95
484,356,1,1,3.25
485,357,4,1,5.0
486,358,21,1,3.95
487,358,1,1,3.25
488,359,13,2,5.95
489,360,6,1,5.75
490,361,6,1,5.75
491,362,1,1,3.25
492,363,3,1,5.25
493,363,18,1,3.95
494,364,1,1,3.25
495,365,4,1,5.0
496,365,18,1,3.95
497,366,2,1,3.75
498,367,2,1,3.75
499,367,21,1,3.95
500,368,11,1,5.5
501,369,23,1,6.5
502,369,6,1,5.75
503,370,8,1,2.95
504,371,6,1,5.75
505,372,2,1,3.75
506,373,8,1,2.95
507,373,21,1,3.95
508,374,6,1,5.75
509,375,11,1,5.5
510,376,6,1,5.75
511,377,4,1,5.0
512,378,5,1,5.25
513,379,2,1,3.75
514,380,8,1,2.95
515,381,24,1,8.95
516,381,1,1,3.25
517,382,1,1,3.25
518,383,2,1,3.75
519,383,22,1,2.95
520,384,5,1,5.25
521,384,22,1,2.95
522,385,1,1,3.25
523,386,23,1,6.5
524,386,1,2,3.25
525,387,9,1,4.5
526,388,1,1,3.25
527,388,20,1,3.75
528,389,9,1,4.5
529,390,2,1,3.75
530,391,5,1,5.25
531,392,13,1,5.95
532,393,10,1,4.95
533,394,1,1,3.25
534,395,5,1,5.25
535,396,6,1,5.75
536,397,9,1,4.5
537,398,1,1,3.25
538,399,7,1,5.95
539,399,24,1,8.95
540,400,15,1,3.25
541,401,2,1,3.75
542,402,2,1,3.75
543,403,14,1,4.95
544,404,10,1,4.95
545,405,9,1,4.5
546,406,18,1,3.95
547,406,2,1,3.75
548,407,9,1,4.5
549,408,6,1,5.75
550,409,2,1,3.75
551,409,20,1,3.75
552,410,20,1,3.75
553,410,15,1,3.25
554,411,7,1,5.95
555,411,19,1,4.75
556,412,18,1,3.95
557,412,7,1,5.95
558,413,4,1,5.0
559,414,1,1,3.25
560,414,20,1,3.75
561,415,5,1,5.25
562,415,19,1,4.75
563,416,13,1,5.95
564,417,19,1,4.75
565,417,7,1,5.95
566,418,1,1,3.25
567,419,2,1,3.75
568,420,2,1,3.75
569,420,22,1,2.95
570,421,19,1,4.75
571,421,7,1,5.95
572,422,6,1,5.75
573,422,24,1,8.95
574,423,20,1,3.75
575,423,2,1,3.75
576,424,17,1,4.5
577,425,13,1,5.95
578,426,2,1,3.75
579,427,20,1,3.75
580,427,6,2,5.75
581,428,18,1,3.95
582,428,3,1,5.25
583,429,3,1,5.25
584,430,2,1,3.75
585,431,6,1,5.75
586,431,18,1,3.95
587,432,5,1,5.25
588,433,20,1,3.75
589,433,2,1,3.75
590,434,16,2,3.25
591,435,6,1,5.75
592,435,22,1,2.95
593,436,3,1,5.25
594,437,17,1,4.5
595,438,9,1,4.5
596,439,9,1,4.5
597,440,11,1,5.5
598,441,5,1,5.25
599,442,1,2,3.25
600,443,4,1,5.0
601,444,8,1,2.95
602,445,7,2,5.95
603,445,18,1,3.95
604,446,7,2,5.95
605,446,18,1,3.95
606,447,15,1,3.25
607,448,7,1,5.95
608,449,1,1,3.25
609,450,4,2,5.0
610,451,22,1,2.95
611,451,6,1,5.75
612,452,3,1,5.25
613,453,7,1,5.95
614,454,9,1,4.5
615,455,5,1,5.25
616,455,23,1,6.5
617,456,23,1,6.5
618,456,7,1,5.95
619,457,1,1,3.25
620,457,20,1,3.75
621,458,5,1,5.25
622,458,18,1,3.95
623,459,12,1,5.75
624,460,18,1,3.95
625,460,4,1,5.0
626,461,15,1,3.25
627,462,6,1,5.75
628,462,18,1,3.95
629,463,15,2,3.25
630,463,23,1,6.5
631,464,22,1,2.95
632,464,6,1,5.75
633,465,4,1,5.0
634,466,5,1,5.25
635,467,13,1,5.95
636,468,6,1,5.75
637,468,20,1,3.75
638,469,13,1,5.95
639,470,9,1,4.5
640,470,20,1,3.75
641,471,15,1,3.25
642,472,9,1,4.5
643,472,22,1,2.95
644,473,3,1,5.25
645,474,16,1,3.25
646,475,20,1,3.75
647,475,1,1,3.25
648,476,22,1,2.95
649,476,6,1,5.75
650,477,1,1,3.25
651,478,4,2,5.0
652,479,7,1,5.95
653,480,21,1,3.95
654,480,5,1,5.25
655,481,10,1,4.95
656,482,4,2,5.0
657,483,9,1,4.5
658,484,7,2,5.95
659,485,18,1,3.95
660,485,17,1,4.5
661,486,12,1,5.75
662,487,1,1,3.25
663,488,1,1,3.25
664,488,21,1,3.95
665,489,19,1,4.75
666,489,5,2,5.25
667,490,2,1,3.75
668,491,12,1,5.75
669,492,14,1,4.95
670,493,9,1,4.5
671,493,21,1,3.95
672,494,6,1,5.75
673,494,22,1,2.95
674,495,8,1,2.95
675,495,22,1,2.95
676,496,1,1,3.25
677,497,10,1,4.95
678,498,9,1,4.5
679,499,11,2,5.5
680,500,7,1,5.95
681,501,1,1,3.25
682,502,3,1,5.25
683,503,6,1,5.75
684,503,21,1,3.95
685,504,22,1,2.95
686,504,4,1,5.0
687,505,1,1,3.25
688,506,3,1,5.25
689,507,5,1,5.25
690,508,12,1,5.75
691,509,21,1,3.95
692,509,2,1,3.75
693,510,5,1,5.25
694,511,6,1,5.75
695,512,3,1,5.25
696,513,3,1,5.25
697,514,2,1,3.75
698,515,11,1,5.5
699,516,4,1,5.0
700,517,2,1,3.75
701,518,4,1,5.0
702,519,13,1,5.95
703,520,1,1,3.25
704,520,20,1,3.75
705,521,22,1,2.95
706,521,6,1,5.75
707,522,18,1,3.95
708,522,2,1,3.75
709,523,2,1,3.75
710,524,2,1,3.75
711,524,24,1,8.95
712,525,20,1,3.75
713,525,7,1,5.95
714,526,14,1,4.95
715,527,10,1,4.95
716,528,8,1,2.95
717,529,3,1,5.25
718,530,11,1,5.5
719,531,10,2,4.95
720,532,16,1,3.25
721,533,17,1,4.5
722,534,3,2,5.25
723,535,27,1,16.95
724,535,9,1,4.5
725,536,12,1,5.75
726,537,6,1,5.75
727,538,24,1,8.95
728,538,1,1,3.25
729,539,2,2,3.75
730,540,8,1,2.95
731,541,8,1,2.95
732,542,2,1,3.75
733,543,3,1,5.25
734,544,7,1,5.95
735,545,11,1,5.5
736,546,5,1,5.25
737,547,11,1,5.5
738,548,13,1,5.95
739,549,17,1,4.5
740,550,5,1,5.25
741,551,4,1,5.0
742,552,2,1,3.75
743,552,28,1,14.95
744,552,25,1,7.95
745,553,3,1,5.25
746,554,5,1,5.25
747,555,20,1,3.75
748,555,8,2,2.95
749,556,1,1,3.25
750,557,4,1,5.0
751,558,27,1,16.95
752,558,4,1,5.0
753,559,14,1,4.95
754,560,1,1,3.25
755,561,3,1,5.25
756,561,21,1,3.95
757,562,9,2,4.5
758,563,7,1,5.95
759,564,3,1,5.25
760,565,8,1,2.95
761,566,2,1,3.75
762,566,21,1,3.95
763,567,1,1,3.25
764,567,18,1,3.95
765,568,13,2,5.95
766,569,13,1,5.95
767,570,7,1,5.95
768,571,17,1,4.5
769,571,20,1,3.75
770,572,2,1,3.75
771,573,1,1,3.25
772,573,20,1,3.75
773,574,20,1,3.75
774,574,10,1,4.95
775,575,7,1,5.95
776,576,3,1,5.25
777,576,19,1,4.75
778,577,10,1,4.95
779,578,10,1,4.95
780,579,6,1,5.75
781,580,24,1,8.95
782,580,5,1,5.25
783,581,1,1,3.25
784,582,13,1,5.95
785,583,10,1,4.95
786,584,20,1,3.75
787,584,1,1,3.25
788,585,11,1,5.5
789,586,3,1,5.25
790,586,21,1,3.95
791,587,18,1,3.95
792,587,2,1,3.75
793,588,5,1,5.25
794,589,22,1,2.95
795,589,7,1,5.95
796,590,14,1,4.95
797,591,25,1,7.95
798,591,1,1,3.25
799,592,20,1,3.75
800,592,6,2,5.75
801,593,4,1,5.0
802,593,22,1,2.95
803,594,4,1,5.0
804,594,21,1,3.95
805,595,4,2,5.0
806,596,4,1,5.0
807,597,9,1,4.5
808,597,26,1,7.5
809,598,6,2,5.75
810,599,14,1,4.95
811,600,4,1,5.0
812,601,3,1,5.25
813,602,18,1,3.95
814,602,4,1,5.0
815,603,20,1,3.75
816,603,12,1,5.75
817,604,18,1,3.95
818,604,8,1,2.95
819,605,18,1,3.95
820,605,2,1,3.75
821,606,7,2,5.95
822,606,19,1,4.75
823,607,4,1,5.0
824,608,1,1,3.25
825,609,9,1,4.5
826,610,4,1,5.0
827,610,18,1,3.95
828,611,6,1,5.75
829,612,2,1,3.75
830,612,20,1,3.75
831,613,15,1,3.25
832,614,2,1,3.75
833,615,2,1,3.75
834,616,10,1,4.95
835,617,4,2,5.0
836,618,10,1,4.95
837,619,2,1,3.75
838,620,2,1,3.75
839,621,18,1,3.95
840,621,3,1,5.25
841,622,9,2,4.5
842,623,2,1,3.75
843,624,5,1,5.25
844,625,8,1,2.95
845,626,5,1,5.25
846,626,19,1,4.75
847,627,26,1,7.5
848,627,9,1,4.5
849,628,17,2,4.5
850,628,20,1,3.75
851,629,9,1,4.5
852,630,7,1,5.95
853,630,21,1,3.95
854,631,7,1,5.95
855,632,4,1,5.0
856,633,23,1,6.5
857,633,8,1,2.95
858,634,18,1,3.95
859,634,5,1,5.25
860,635,16,1,3.25
861,636,1,1,3.25
862,637,9,1,4.5
863,638,7,1,5.95
864,639,4,1,5.0
865,640,4,1,5.0
866,641,6,2,5.75
867,642,23,1,6.5
868,642,10,1,4.95
869,643,4,1,5.0
870,644,18,1,3.95
871,644,7,1,5.95
872,645,11,2,5.5
873,645,21,1,3.95
874,646,2,1,3.75
875,646,25,1,7.95
876,647,9,1,4.5
877,648,6,1,5.75
878,649,1,1,3.25
879,650,2,1,3.75
880,651,15,1,3.25
881,651,27,1,16.95
882,652,25,1,7.95
883,652,1,1,3.25
884,653,6,1,5.75
885,654,6,1,5.75
886,655,3,1,5.25
887,656,1,1,3.25
888,657,28,1,14.95
889,657,12,1,5.75
890,658,7,1,5.95
891,658,18,1,3.95
892,659,6,1,5.75
893,660,11,1,5.5
894,661,5,1,5.25
895,662,7,1,5.95
896,662,20,1,3.75
897,663,20,1,3.75
898,663,14,1,4.95
899,664,2,1,3.75
900,665,17,1,4.5
901,665,20,1,3.75
902,666,9,1,4.5
903,667,3,1,5.25
904,668,1,1,3.25
905,668,20,1,3.75
906,669,23,1,6.5
907,669,4,1,5.0
908,670,8,1,2.95
909,671,4,1,5.0
910,672,1,2,3.25
911,673,19,1,4.75
912,673,4,2,5.0
913,674,7,1,5.95
914,675,8,1,2.95
915,675,25,1,7.95
916,676,3,1,5.25
917,677,18,1,3.95
918,677,3,1,5.25
919,678,20,1,3.75
920,678,8,1,2.95
921,679,2,1,3.75
922,680,5,1,5.25
923,681,7,1,5.95
924,682,11,1,5.5
925,683,12,1,5.75
926,684,17,2,4.5
927,684,18,1,3.95
928,685,19,1,4.75
929,685,4,1,5.0
930,686,20,1,3.75
931,686,11,1,5.5
932,687,15,1,3.25
933,688,13,1,5.95
934,689,8,1,2.95
935,690,20,1,3.75
936,690,2,1,3.75
937,691,6,1,5.75
938,692,1,1,3.25
939,693,4,1,5.0
940,693,23,1,6.5
941,694,18,1,3.95
942,694,3,1,5.25
943,695,16,1,3.25
944,695,18,1,3.95
945,696,1,1,3.25
946,696,24,1,8.95
947,697,18,1,3.95
948,697,13,1,5.95
949,698,12,1,5.75
950,699,7,1,5.95
951,700,10,1,4.95
952,700,20,1,3.75
953,701,22,1,2.95
954,701,1,1,3.25
955,702,8,1,2.95
956,703,6,1,5.75
957,703,20,1,3.75
958,704,5,1,5.25
959,705,20,1,3.75
960,705,1,1,3.25
961,706,7,1,5.95
962,706,18,1,3.95
963,707,5,1,5.25
964,708,6,1,5.75
965,709,14,1,4.95
966,710,2,1,3.75
967,711,6,1,5.75
968,712,3,1,5.25
969,713,15,1,3.25
970,714,7,2,5.95
971,715,6,1,5.75
972,716,11,1,5.5
973,717,2,1,3.75
974,718,7,1,5.95
975,719,3,1,5.25
976,720,13,1,5.95
977,721,18,1,3.95
978,721,4,1,5.0
979,722,9,1,4.5
980,723,8,2,2.95
981,724,20,1,3.75
982,724,5,1,5.25
983,725,6,1,5.75
984,726,2,1,3.75
985,727,23,1,6.5
986,727,11,1,5.5
987,728,16,1,3.25
988,728,26,1,7.5
989,729,21,1,3.95
990,729,14,1,4.95
991,730,3,1,5.25
992,731,7,1,5.95
993,731,18,1,3.95
994,732,21,1,3.95
995,732,2,1,3.75
996,733,1,1,3.25
997,734,12,1,5.75
998,735,3,1,5.25
999,736,9,1,4.5
1000,737,2,1,3.75
1001,737,20,1,3.75
1002,738,20,1,3.75
1003,738,17,1,4.5
1004,739,3,1,5.25
1005,740,4,1,5.0
1006,741,18,1,3.95
1007,741,2,1,3.75
1008,742,17,1,4.5
1009,743,4,1,5.0
1010,744,11,1,5.5
1011,744,18,1,3.95
1012,745,8,1,2.95
1013,746,24,1,8.95
1014,746,16,1,3.25
1015,747,8,1,2.95
1016,748,4,1,5.0
1017,749,11,1,5.5
1018,750,20,1,3.75
1019,750,2,1,3.75
1020,751,2,1,3.75
1021,751,21,1,3.95
1022,752,4,1,5.0
1023,753,20,1,3.75
1024,753,2,1,3.75
1025,754,1,1,3.25
1026,755,6,1,5.75
1027,756,14,1,4.95
1028,757,9,1,4.5
1029,758,2,1,3.75
1030,759,23,1,6.5
1031,759,4,1,5.0
1032,760,18,1,3.95
1033,760,5,1,5.25
1034,761,5,1,5.25
1035,762,9,1,4.5
1036,763,9,1,4.5
1037,764,27,1,16.95
1038,764,1,1,3.25
1039,764,23,1,6.5
1040,765,18,1,3.95
1041,765,2,2,3.75
1042,766,7,1,5.95
1043,767,7,1,5.95
1044,767,19,1,4.75
1045,768,6,1,5.75
1046,769,7,1,5.95
1047,770,22,1,2.95
1048,770,4,1,5.0
1049,771,5,1,5.25
1050,772,20,1,3.75
1051,772,2,1,3.75
1052,773,2,2,3.75
1053,774,8,1,2.95
1054,775,5,1,5.25
1055,776,17,1,4.5
1056,776,28,1,14.95
1057,777,8,1,2.95
1058,778,9,1,4.5
1059,778,20,1,3.75
1060,779,11,1,5.5
1061,780,1,1,3.25
1062,781,23,1,6.5
1063,781,6,1,5.75
1064,782,8,1,2.95
1065,783,23,1,6.5
1066,783,9,2,4.5
1067,784,3,1,5.25
1068,784,18,1,3.95
1069,785,6,1,5.75
1070,786,21,1,3.95
1071,786,3,1,5.25
1072,787,6,2,5.75
1073,788,7,1,5.95
1074,789,18,1,3.95
1075,789,10,1,4.95
1076,790,17,1,4.5
1077,791,21,1,3.95
1078,791,1,1,3.25
1079,792,10,1,4.95
1080,793,20,1,3.75
1081,793,7,1,5.95
1082,794,18,1,3.95
1083,794,10,1,4.95
1084,795,3,2,5.25
1085,796,9,1,4.5
1086,797,4,1,5.0
1087,798,4,1,5.0
1088,799,12,1,5.75
1089,800,23,1,6.5
1090,800,1,1,3.25
1091,801,2,1,3.75
1092,802,21,1,3.95
1093,802,7,1,5.95
1094,803,7,1,5.95
1095,804,1,1,3.25
1096,804,21,1,3.95
1097,805,7,1,5.95
1098,806,5,1,5.25
1099,807,2,1,3.75
1100,808,2,1,3.75
1101,809,11,1,5.5
1102,810,22,1,2.95
1103,810,1,1,3.25
1104,811,12,1,5.75
1105,812,7,1,5.95
1106,813,4,1,5.0
1107,814,1,1,3.25
1108,815,22,1,2.95
1109,815,3,1,5.25
1110,816,27,1,16.95
1111,816,5,1,5.25
1112,817,7,1,5.95
1113,818,6,1,5.75
1114,819,8,1,2.95
1115,819,23,1,6.5
1116,820,9,1,4.5
1117,821,1,1,3.25
1118,822,4,1,5.0
1119,823,20,1,3.75
1120,823,17,1,4.5
1121,824,1,1,3.25
1122,825,9,1,4.5
1123,825,21,1,3.95
1124,826,1,2,3.25
1125,827,4,1,5.0
1126,828,7,1,5.95
1127,829,20,1,3.75
1128,829,1,1,3.25
1129,830,4,1,5.0
1130,831,15,2,3.25
1131,832,18,1,3.95
1132,832,4,1,5.0
1133,833,6,1,5.75
1134,834,12,1,5.75
1135,835,2,1,3.75
1136,835,21,1,3.95
1137,836,2,1,3.75
1138,836,21,1,3.95
1139,837,16,1,3.25
1140,838,7,1,5.95
1141,839,12,1,5.75
1142,840,7,1,5.95
1143,840,20,1,3.75
1144,841,2,1,3.75
1145,842,4,1,5.0
1146,843,1,2,3.25
1147,844,3,1,5.25
1148,845,2,1,3.75
1149,846,4,1,5.0
